1.045647386363081921e+01,4.153467790975689411e+00
4.372983984805562052e+00,6.122320355548446891e+00
2.016735417528560603e+01,9.922439069907699860e+00
8.169789196486286542e+00,1.335230078217564831e+01
5.548637998468981536e+00,6.336878330697807371e+00
1.002278112017161504e+01,5.451992047993972967e+00
1.175638708503083585e+01,6.596811192904948662e+00
7.819222848388210245e+00,1.018683426824571825e+01
2.114029937510924384e+01,1.145323242800980523e+01
5.370257778594549336e+00,6.797173605318613809e+00
3.309308028758730202e+00,4.381103044288270354e-01
7.721050207100715213e+00,8.383652031184231745e+00
1.697309096911511617e+01,2.030391379595974399e+01
6.137895724381427165e+00,1.017539556860719863e+01
1.240194682931670123e+01,4.241227348448436629e+00
1.165434880919571725e+01,1.259737848867471399e+01
7.772013649716859263e+00,7.963959466363113471e+00
7.920651642981569651e+00,1.343814338479621995e+01
9.463051893760850319e+00,2.892978894767047393e+00
7.056119864266966246e+00,6.301945386671802041e+00
7.121733363987411636e+00,1.159804066620254837e+01
1.600494628974847444e+01,7.345357973731746704e+00
8.381348846589093071e+00,6.648613183622694933e+00
7.515872809187900572e+00,1.113665982520194753e+01
1.198976176247947656e+01,8.010140307617110267e+00
5.562551888931167809e+01,1.067582220429697060e+01
5.090977446746174451e+01,1.113005954679959153e+01
4.445569853906281566e+01,-1.700475981023036098e+00
5.903269207838638266e+01,7.184601543054979444e+00
4.611381673513878354e+01,-1.733786272192565647e+00
4.264673982450935341e+01,6.193804227620795189e+00
4.424066911092891985e+01,9.742527656205188791e+00
4.714359383907174106e+01,9.400126308394707308e+00
4.651210720551737410e+01,1.012156006324140911e+01
4.873489626374909278e+01,1.201340769908183148e+01
5.110895041758562485e+01,6.334309078293036244e+00
5.388556734715805163e+01,1.432021234703769252e+01
5.390047973813182125e+01,1.427856637070339829e+00
4.740182435463098187e+01,1.078762115466674665e+01
4.144567687960859814e+01,1.034111481025236934e+01
4.978793767919817270e+01,1.443092811858507751e+01
5.528099399448394280e+01,1.387375542723581034e+01
5.615046878181581036e+01,1.699524456826297580e+01
4.740957153526820633e+01,1.141520882106657808e+01
4.031119056695717973e+01,4.359917731143541531e+00
5.631586602868468816e+01,7.898954740297573274e+00
5.380700910336932452e+01,2.889147663970312863e-01
4.532770216412512809e+01,2.234446307960363853e+01
5.744726165346963853e+01,1.127250866019920750e+01
5.096262142385203475e+01,1.499362479589967379e+01
8.023794908152268590e+00,5.162086256956190766e+01
1.785628209933813437e+00,5.030387496123600499e+01
1.211091882047459478e+01,4.823381701497233820e+01
5.447625639321653779e+00,5.122524572152559585e+01
6.753266792140448338e+00,4.951768065887036840e+01
1.025144038546852343e+01,5.122690992720895764e+01
9.024946538070702573e+00,5.994173598574350592e+01
1.717047293994580670e+00,5.618685881161989215e+01
1.781323890384154396e+01,5.032305593511706121e+01
1.028757364480383352e+01,5.163087197993576893e+01
1.527906841983408093e+01,4.968051459563432104e+01
1.353956352271001684e+01,5.570330371911455813e+01
1.023232904079783623e+00,4.230007932002862248e+01
1.803202271289431025e+01,4.137058085353419301e+01
1.566934437951075054e+01,4.559093134712493622e+01
3.332049462938653228e+00,5.295851368163331330e+01
1.243769556676110710e+01,4.204059791695854642e+01
-8.496316121586726666e-01,5.311024070256597440e+01
6.233635775768581411e+00,4.503652979046470506e+01
1.353346823952102085e+01,5.107986488301163774e+01
1.357795081870228771e+01,5.489534500947231521e+01
1.335464146811976249e+01,5.161613160224234775e+01
2.011761103032922193e+01,4.711681212571131994e+01
5.579993279946809714e+00,4.066124827336388137e+01
1.172907501231834360e+01,5.167001175558492321e+01
5.416870577078621096e+01,5.060453488735433325e+01
5.708836714078889685e+01,4.840318101281786767e+01
4.988693013601122317e+01,4.202864211414993889e+01
5.432298748486959994e+01,4.642913572357377205e+01
5.034474677416002208e+01,4.460505797144760010e+01
4.526413226520464406e+01,5.030242669230067065e+01
4.612399358993872056e+01,5.105163863137985203e+01
5.500116190318192366e+01,4.538273802971130522e+01
4.300427933626816923e+01,4.342542708171064447e+01
5.512907692559339523e+01,4.875657592676077456e+01
4.430433814609222054e+01,5.054268511547148535e+01
4.860559462141945630e+01,5.326063070318537029e+01
5.802616510696989849e+01,5.733699094654017614e+01
5.612966690429095706e+01,5.319408135905749191e+01
6.051270723788667283e+01,4.165636767612582503e+01
5.479497269540241433e+01,4.837343811115295011e+01
4.551099633716939508e+01,5.334055049368960510e+01
5.832149794494679185e+01,4.191158676796969473e+01
4.383697695072996225e+01,5.314155767720220069e+01
5.629072872858446175e+01,4.981576622556016787e+01
5.128245949647138957e+01,5.576999040883917758e+01
6.549540913347675541e+01,5.574281510353517177e+01
4.601024327446094020e+01,5.102968503433864811e+01
5.074135645939182382e+01,4.897238517727116403e+01
5.853182441017987969e+01,5.079501325606018725e+01
